playerid,name,position,teamid,teamname,teamabbr,points,pointschange,value,valueid,valuechangeamount,valuechangepercentage,valuechangedirection,status,starts,goals,assists,concedes,cleansheets,saves,pensmissed,redcards,weekpoints,highestvalue,lowestvalue,form,image,starmen,rating
189781,Clinton Mata,MID,413,Club Brugge,BRU,1,0,5.2,0,0.025,0.47846889952153115,d,a,0,0,0,0,0,0,0,0,0,5.3,5.2,1,https://secure.cache.images.core.optasports.com/soccer/players/150x150/222237.png,0,0.00000
168568,Corentin Tolisso,MID,156,FC Bayern München,BAY,0,0,6.5,0,0.050,0.7692307692307693,d,i,0,0,0,0,0,0,0,0,0,6.6,6.5,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/242498.png,0,0.00000
182539,Dani Ceballos,MID,186,Real Madrid,RMD,3,0,5.2,0,0.025,0.48543689320388345,d,a,1,0,0,0,0,0,0,0,0,5.2,5.2,3,https://secure.cache.images.core.optasports.com/soccer/players/150x150/335457.png,0,0.00000
204651,Dani de Wit,MID,215,Ajax,AJA,1,0,5.0,0,0.025,0.4975124378109453,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,1,https://secure.cache.images.core.optasports.com/soccer/players/150x150/381095.png,0,0.00000
79259,Daniel Caligiuri,MID,167,FC Schalke 04,SCH,4,0,5.5,0,0.025,0.45871559633027525,d,a,2,0,0,0,0,0,0,0,0,5.5,5.5,4,https://secure.cache.images.core.optasports.com/soccer/players/150x150/54495.png,0,0.00000
39799,Daniel Kolár,MID,2703,Viktoria Plzen,VIK,3,0,5.3,0,0.025,0.4761904761904762,d,a,1,0,0,0,0,0,0,0,0,5.3,5.3,3,https://secure.cache.images.core.optasports.com/soccer/players/150x150/15009.png,0,0.00000
51952,Daniel Parejo,MID,191,Valencia CF,VAL,1,0,5.8,0,0.025,0.4329004329004329,d,a,2,0,0,0,0,0,1,0,0,5.9,5.8,1,https://secure.cache.images.core.optasports.com/soccer/players/150x150/51278.png,0,0.00000
56624,Daniel Wass,MID,191,Valencia CF,VAL,2,0,5.9,0,0.050,0.8438818565400845,d,a,1,0,0,0,0,0,0,0,0,6.0,5.9,2,https://secure.cache.images.core.optasports.com/soccer/players/150x150/31957.png,0,0.00000
10625,Daniele De Rossi,MID,121,Roma,ROM,2,0,5.2,0,0.050,0.9569377990430623,d,i,1,0,0,0,0,0,0,0,0,5.3,5.2,2,https://secure.cache.images.core.optasports.com/soccer/players/150x150/71.png,0,0.00000
441118,Daniil Kulikov,MID,271,Lokomotiv Moscow,LCM,0,0,5.2,0,0.050,0.9615384615384616,d,a,0,0,0,0,0,0,0,0,0,5.3,5.2,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/492137.png,0,0.00000
39826,Danilo D'Ambrosio,MID,127,Internazionale,INT,2,0,5.3,0,0.025,0.4694835680751174,d,a,1,0,0,0,0,0,0,0,0,5.4,5.3,2,https://secure.cache.images.core.optasports.com/soccer/players/150x150/112151.png,0,0.00000
